transaction_id,old_parent,new_president_name,new_parent,new_president_name,child,type,date
2403-53_tr_289,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Christian Religious Affairs,department,2024-09-27
2403-53_tr_290,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Muslim Religious and Cultural Affairs,department,2024-09-27
2403-53_tr_291,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of National Museums,department,2024-09-27
2403-53_tr_292,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of National Archives,department,2024-09-27
2403-53_tr_293,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Public Trustee,department,2024-09-27
2403-53_tr_294,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Central Cultural Fund,department,2024-09-27
2403-53_tr_295,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Buddha Sasana Fund,department,2024-09-27
2403-53_tr_296,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Buddhist Renaissance Fund,department,2024-09-27
2403-53_tr_297,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Cultural Affairs,department,2024-09-27
2403-53_tr_298,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Archaeology,department,2024-09-27
2403-53_tr_299,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Tower Hall Theatre Foundation,department,2024-09-27
2403-53_tr_300,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Arts Council,department,2024-09-27
2403-53_tr_301,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Gramodaya Folk Arts Centre,department,2024-09-27
2403-53_tr_302,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Galle Heritage Foundation,department,2024-09-27
2403-53_tr_303,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Performing Arts Theatre (Nelum Pokuna),department,2024-09-27
2403-53_tr_304,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Mahinda Rajapaksa National Tele Cinema Park,department,2024-09-27
2403-53_tr_305,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,“Ape Gama”,department,2024-09-27
2403-53_tr_306,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Amaradeva Aesthetic and Research Centre,department,2024-09-27
2403-53_tr_307,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Official Languages,department,2024-09-27
2403-53_tr_308,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Official Languages Commission,department,2024-09-27
2403-53_tr_309,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Institute of Language Education and Training,department,2024-09-27
2403-53_tr_310,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Office for National Unity and Reconciliation,department,2024-09-27
2403-53_tr_311,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Office for Reparations,department,2024-09-27
2403-53_tr_312,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Samurdhi Development,department,2024-09-27
2403-53_tr_313,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Saubhagya Development Bureau,department,2024-09-27
2403-53_tr_314,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Institute of Social Development,department,2024-09-27
2403-53_tr_315,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Rural Development Training and Research Institute,department,2024-09-27
2403-53_tr_316,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Social Security Board,department,2024-09-27
2403-53_tr_317,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Council for Persons with Disabilities,department,2024-09-27
2403-53_tr_318,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Secretariat for Persons with Disabilities,department,2024-09-27
2403-53_tr_319,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Social Services,department,2024-09-27
2403-53_tr_320,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Council for Elders and National Secretariat for Elders,department,2024-09-27
2403-53_tr_321,Minister of Health,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Kidney Fund,department,2024-09-27
2403-53_tr_322,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Right to Information Commission,department,2024-09-27
2403-53_tr_323,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Government Printing,department,2024-09-27
2403-53_tr_324,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Government Information,department,2024-09-27
2403-53_tr_325,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Sri Lanka Press Council,department,2024-09-27
2403-53_tr_326,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Sri Lanka Broadcasting Corporation,department,2024-09-27
2403-53_tr_327,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Independent Television Network,department,2024-09-27
2403-53_tr_328,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Sri Lanka Rupavahini Corporation,department,2024-09-27
2403-53_tr_329,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Associated Newspapers of Ceylon Ltd.,department,2024-09-27
2403-53_tr_330,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Lanka Puwath Ltd,department,2024-09-27
2403-53_tr_331,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Sri Lanka Foundation,department,2024-09-27
2403-53_tr_332,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Postal Department,department,2024-09-27
2403-53_tr_333,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Sri Lanka Institute of Printing,department,2024-09-27
2403-53_tr_334,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Public Performance Board,department,2024-09-27
2403-53_tr_335,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,National Film Corporation,department,2024-09-27
2403-53_tr_336,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Road Development Authority and its subsidiaries and affiliates,department,2024-09-27
2403-53_tr_337,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Maga Neguma,department,2024-09-27
2403-53_tr_338,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,State Development and Construction Corporation,department,2024-09-27
2403-53_tr_339,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,National Transport Commission,department,2024-09-27
2403-53_tr_340,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,National Council for Road Safety,department,2024-09-27
2403-53_tr_341,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Department of Sri Lanka Railways,department,2024-09-27
2403-53_tr_342,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Sri Lanka Transport Board,department,2024-09-27
2403-53_tr_343,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,National Transport Medical Institute,department,2024-09-27
2403-53_tr_344,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Department of Motor Traffic,department,2024-09-27
2403-53_tr_345,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Sahasya Investment Ltd.,department,2024-09-27
2403-53_tr_346,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara,Sri Lanka Police,department,2024-09-27
2403-53_tr_347,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara,National Police Academy,department,2024-09-27
2403-53_tr_348,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara,Secretariat for Non-Governmental Organizations,department,2024-09-27
2403-53_tr_349,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara,Department of Registration of Persons,department,2024-09-27
2403-53_tr_350,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara,Department of Immigration and Emigration,department,2024-09-27
2403-53_tr_351,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara,National Dangerous Drugs Control Board,department,2024-09-27
2403-53_tr_352,Minister of Foreign Affairs,Ranil Wickremesinghe,Minister of Foreign Affairs,Anura Kumara,Diplomatic Missions in abroad,department,2024-09-27
2403-53_tr_353,Minister of Foreign Affairs,Ranil Wickremesinghe,Minister of Foreign Affairs,Anura Kumara,National Oceanic Affairs Committee Secretariat,department,2024-09-27
2403-53_tr_354,Minister of Foreign Affairs,Ranil Wickremesinghe,Minister of Foreign Affairs,Anura Kumara,Lakshman Kadirgamar Institute for International Relations and Strategic Studies,department,2024-09-27
2403-53_tr_355,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Central Environmental Authority,department,2024-09-27
2403-53_tr_356,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Geological Survey and Mines Bureau,department,2024-09-27
2403-53_tr_357,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,GSMB Technical Services (Pvt) Ltd.,department,2024-09-27
2403-53_tr_358,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Sri Lanka Climate Fund (Pvt) Ltd.,department,2024-09-27
2403-53_tr_359,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Marine Environment Protection Authority,department,2024-09-27
2403-53_tr_360,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of Coast Conservation and Coastal Resource Management,department,2024-09-27
2403-53_tr_361,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of Forest Conservation,department,2024-09-27
2403-53_tr_362,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of Wildlife Conservation,department,2024-09-27
2403-53_tr_363,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of National Zoological Gardens,department,2024-09-27
2403-53_tr_364,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,State Timber Corporation,department,2024-09-27
2403-53_tr_365,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,National Water Supply and Drainage Board,department,2024-09-27
2403-53_tr_366,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Water Resources Board,department,2024-09-27
2403-53_tr_367,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of National Community Water Supply,department,2024-09-27
2403-53_tr_368,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,New Villages Development Authority for Plantation Region,department,2024-09-27
2403-53_tr_369,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Plantation Human Development Trust,department,2024-09-27
2403-53_tr_370,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Saumyamoorthi Thondaman Memorial Foundation,department,2024-09-27
2403-53_tr_371,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Estate Sector Self-Employment Revolving Fund,department,2024-09-27
2403-53_tr_372,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,National Institute of Plantation Management,department,2024-09-27
2403-53_tr_373,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Sri Lanka Tea Board,department,2024-09-27
2403-53_tr_374,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Tea Small Holdings Development Authority,department,2024-09-27
2403-53_tr_375,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Tea Research Institute,department,2024-09-27
2403-53_tr_376,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of Rubber Development,department,2024-09-27
2403-53_tr_377,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Rubber Research Institute,department,2024-09-27
2403-53_tr_378,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Sri Lanka Rubber Manufacturing and Export Corporation,department,2024-09-27
2403-53_tr_379,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Tea Shakthi Fund,department,2024-09-27
2403-53_tr_380,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Thurusaviya Fund,department,2024-09-27
2403-53_tr_381,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of Export Agriculture,department,2024-09-27
2403-53_tr_382,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Sri Lanka Cashew Corporation,department,2024-09-27
2403-53_tr_383,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Spices and Allied Products Marketing Board,department,2024-09-27
2403-53_tr_384,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Coconut Cultivation Board,department,2024-09-27
2403-53_tr_385,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Coconut Development Authority,department,2024-09-27
2403-53_tr_386,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Coconut Research Institute,department,2024-09-27
2403-53_tr_387,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Palmyrah Development Board,department,2024-09-27
2403-53_tr_388,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Kithul Development Board,department,2024-09-27
2403-53_tr_389,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Kapruka Fund,department,2024-09-27
2403-53_tr_390,Non Cabinet Minister of State Plantation Enterprises Reforms,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Janatha Estate Development Board,department,2024-09-27
2403-53_tr_391,Non Cabinet Minister of State Plantation Enterprises Reforms,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Kalubovitiyana Tea Factory Ltd.,department,2024-09-27
2403-53_tr_392,Non Cabinet Minister of State Plantation Enterprises Reforms,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Sri Lanka State Plantation Corporation,department,2024-09-27
2403-53_tr_393,Non Cabinet Minister of State Plantation Enterprises Reforms,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Elkaduwa Plantation Company Ltd.,department,2024-09-27
2403-53_tr_394,Non Cabinet Minister of State Plantation Enterprises Reforms,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Kurunegala Plantation Company Ltd.,department,2024-09-27
2403-53_tr_395,Non Cabinet Minister of State Plantation Enterprises Reforms,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Chilaw Plantation Company Ltd,department,2024-09-27
2403-53_tr_396,Minister of Investment Promotion,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Hingurana Sugar Industry Ltd.,department,2024-09-27
2403-53_tr_397,Minister of Investment Promotion,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Ceylon Sugar (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_398,Minister of Investment Promotion,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Kantale Sugar Company Ltd.,department,2024-09-27
2403-53_tr_399,Minister of Investment Promotion,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Sugar Cane Research Institute,department,2024-09-27
2403-53_tr_400,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Galoya Plantation (Pvt.) Company,department,2024-09-27
2403-53_tr_401,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Urban Development Authority,department,2024-09-27
2403-53_tr_402,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Urban Settlement Development Authority,department,2024-09-27
2403-53_tr_403,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Selendiva Investments Limited,department,2024-09-27
2403-53_tr_404,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Hotel Developers (Lanka) PLC (PQ 143),department,2024-09-27
2403-53_tr_405,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,National Physical Planning Department,department,2024-09-27
2403-53_tr_406,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Condominium Management Authority (Common Amenities Board),department,2024-09-27
2403-53_tr_407,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Sri Lanka Land Development Corporation and its subsidiaries and related institutions,department,2024-09-27
2403-53_tr_408,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,National Housing Development Authority,department,2024-09-27
2403-53_tr_409,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Building Material Corporation Limited,department,2024-09-27
2403-53_tr_410,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Department of Buildings,department,2024-09-27
2403-53_tr_411,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Department of Government Factories,department,2024-09-27
2403-53_tr_412,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Construction Industry Development Authority,department,2024-09-27
2403-53_tr_413,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,Ocean View Development (Pvt) Ltd.,department,2024-09-27
2403-53_tr_414,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,State Engineering Corporation,department,2024-09-27
2403-53_tr_415,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Rural and Urban Development, Housing and Construction",Anura Kumara,National Equipment and Machinery Organization,department,2024-09-27
2403-53_tr_416,Minister of Technology,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Data Protection Authority of Sri Lanka,department,2024-09-27
2403-53_tr_417,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Selacine Media Solutions (PVT) LTD,department,2024-09-27
