transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2238-19_tr_01,Minister of Public Security,Minister of Defence,Civil Security Department,department,2021-07-29,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2238-19_tr_02,Minister of Public Security,Minister of Defence,Department of Multi-purpose Development Task Force,department,2021-07-29,Gotabaya Rajapaksa,Gotabaya Rajapaksa
