transaction_id,old_parent,old_president_name,new_parent,new_president_name,child,type,date
2403-53_tr_241,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,National Enterprise Development Authority,department,2024-09-27
2403-53_tr_242,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Lanka Mineral Sands Company,department,2024-09-27
2403-53_tr_243,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Timber-related Design Centre,department,2024-09-27
2403-53_tr_244,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,National Crafts Council,department,2024-09-27
2403-53_tr_245,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Department of Textile Industries,department,2024-09-27
2403-53_tr_246,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Sri Lanka Institute of Textile and Apparels,department,2024-09-27
2403-53_tr_247,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Lanka Textile Mills Emporium Ltd.,department,2024-09-27
2403-53_tr_248,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Lanka Salusala Ltd,department,2024-09-27
2403-53_tr_249,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Sri Lanka Handicraft Board (Laksala),department,2024-09-27
2403-53_tr_250,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,National Design Centre,department,2024-09-27
2403-53_tr_251,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,National Gem and Jewellery Authority,department,2024-09-27
2403-53_tr_252,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Gem and Jewellery Research and Training Institute,department,2024-09-27
2403-53_tr_253,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Industrial Technology Institute,department,2024-09-27
2403-53_tr_254,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Lanka Phosphate Limited,department,2024-09-27
2403-53_tr_255,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Vidatha Centres,department,2024-09-27
2403-53_tr_256,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,National Salt Limited,department,2024-09-27
2403-53_tr_257,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Sri Lanka Cement Corporation,department,2024-09-27
2403-53_tr_258,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Paranthan Chemicals Ltd,department,2024-09-27
2403-53_tr_259,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Lanka General Trading Company Ltd.,department,2024-09-27
2403-53_tr_260,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara Dissanayake,Colombo Lotus Tower Management Company (Pvt.) Limited,department,2024-09-27
2403-53_tr_261,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,National Health Council,department,2024-09-27
2403-53_tr_262,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Medical Research Institute,department,2024-09-27
2403-53_tr_263,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,National Institute of Health Sciences,department,2024-09-27
2403-53_tr_264,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Sri Lanka Medical Council,department,2024-09-27
2403-53_tr_265,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Sri Lanka Medical College Council,department,2024-09-27
2403-53_tr_266,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Private Health Services Regulatory Council,department,2024-09-27
2403-53_tr_267,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Department of Health Services,department,2024-09-27
2403-53_tr_268,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,"All National, Teaching and Specific Government Hospitals",department,2024-09-27
2403-53_tr_269,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,School of Medical Laboratory Technology,department,2024-09-27
2403-53_tr_270,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,"National Institute of Nephrology, Dialysis and Transplantation",department,2024-09-27
2403-53_tr_271,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Sri Jayewardenepura General Hospital,department,2024-09-27
2403-53_tr_272,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Vijaya Kumaratunga Memorial Hospital,department,2024-09-27
2403-53_tr_273,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Ashraff Memorial Hospital,department,2024-09-27
2403-53_tr_274,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,National Authority on Tobacco and Alcohol,department,2024-09-27
2403-53_tr_275,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,1990 Suwaseriya Foundation,department,2024-09-27
2403-53_tr_276,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,National Health Development Fund,department,2024-09-27
2403-53_tr_277,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,State Pharmaceutical Corporation,department,2024-09-27
2403-53_tr_278,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,State Pharmaceutical Manufacturing Corporation,department,2024-09-27
2403-53_tr_279,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,National Medicines Regulatory Authority,department,2024-09-27
2403-53_tr_280,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Department of Ayurveda,department,2024-09-27
2403-53_tr_281,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Sri Lanka Ayurvedic Drugs Corporation,department,2024-09-27
2403-53_tr_282,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Ayurvedic Medical Council,department,2024-09-27
2403-53_tr_283,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Ayurvedic College and Hospital Board,department,2024-09-27
2403-53_tr_284,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Ayurveda Teaching and Research Hospitals,department,2024-09-27
2403-53_tr_285,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,"Homeopathy Hospital, Welisara",department,2024-09-27
2403-53_tr_286,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara Dissanayake,Homeopathy Medical Council,department,2024-09-27
2403-53_tr_287,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Buddhist Affairs,department,2024-09-27
2403-53_tr_288,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Hindu Religious and Cultural Affairs,department,2024-09-27
2403-53_tr_289,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Christian Religious Affairs,department,2024-09-27
2403-53_tr_290,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Muslim Religious and Cultural Affairs,department,2024-09-27
2403-53_tr_291,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of National Museums,department,2024-09-27
2403-53_tr_292,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of National Archives,department,2024-09-27
2403-53_tr_293,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Public Trustee,department,2024-09-27
2403-53_tr_294,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Central Cultural Fund,department,2024-09-27
2403-53_tr_295,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Buddhasasana Fund,department,2024-09-27
2403-53_tr_296,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Buddhist Renaissance Fund,department,2024-09-27
2403-53_tr_297,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Cultural Affairs,department,2024-09-27
2403-53_tr_298,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Archaeology,department,2024-09-27
2403-53_tr_299,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Tower Hall Theatre Foundation,department,2024-09-27
2403-53_tr_300,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Arts Council,department,2024-09-27
2403-53_tr_301,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Gramodaya Folk Arts Centre,department,2024-09-27
2403-53_tr_302,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Galle Heritage Foundation,department,2024-09-27
2403-53_tr_303,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Performing Arts Theatre (Nelum Pokuna),department,2024-09-27
2403-53_tr_304,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Mahinda Rajapaksa National Tele Cinema Park,department,2024-09-27
2403-53_tr_305,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,“Ape Gama”,department,2024-09-27
2403-53_tr_306,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Amaradeva Aesthetic and Research Centre,department,2024-09-27
2403-53_tr_307,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Official Languages,department,2024-09-27
2403-53_tr_308,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Official Languages Commission,department,2024-09-27
2403-53_tr_309,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Institute of Language Education and Training,department,2024-09-27
2403-53_tr_310,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Office for National Unity and Reconciliation,department,2024-09-27
2403-53_tr_311,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Office for Reparations,department,2024-09-27
2403-53_tr_312,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Samurdhi Development,department,2024-09-27
2403-53_tr_313,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Saubhagya Development Bureau,department,2024-09-27
2403-53_tr_314,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Institute of Social Development,department,2024-09-27
2403-53_tr_315,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Rural Development Training and Research Institute,department,2024-09-27
2403-53_tr_316,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Social Security Board,department,2024-09-27
2403-53_tr_317,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Council for Persons with Disabilities,department,2024-09-27
2403-53_tr_318,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Secretariat for Persons with Disabilities,department,2024-09-27
2403-53_tr_319,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Social Services,department,2024-09-27
2403-53_tr_320,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Council for Elders and National Secretariat for Elders,department,2024-09-27
2403-53_tr_321,Minister of Health,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Kidney Fund,department,2024-09-27
2403-53_tr_322,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Right to Information Commission,department,2024-09-27
2403-53_tr_323,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Government Printing,department,2024-09-27
2403-53_tr_324,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Department of Government Information,department,2024-09-27
2403-53_tr_325,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Sri Lanka Press Council,department,2024-09-27
2403-53_tr_326,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Sri Lanka Broadcasting Corporation,department,2024-09-27
2403-53_tr_327,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Independent Television Network,department,2024-09-27
2403-53_tr_328,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Sri Lanka Rupavahini Corporation,department,2024-09-27
2403-53_tr_329,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Associated Newspapers of Ceylon Ltd.,department,2024-09-27
2403-53_tr_330,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Lanka Puwath Ltd,department,2024-09-27
2403-53_tr_331,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Sri Lanka Foundation,department,2024-09-27
2403-53_tr_332,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Postal Department,department,2024-09-27
2403-53_tr_333,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Sri Lanka Institute of Printing,department,2024-09-27
2403-53_tr_334,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,Public Performance Board,department,2024-09-27
2403-53_tr_335,Minister of Mass Media,Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara Dissanayake,National Film Corporation,department,2024-09-27
2403-53_tr_336,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,Road Development Authority and its subsidiaries and affiliates,department,2024-09-27
2403-53_tr_337,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,Maga Neguma,department,2024-09-27
2403-53_tr_338,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,State Development and Construction Corporation,department,2024-09-27
2403-53_tr_339,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,National Transport Commission,department,2024-09-27
2403-53_tr_340,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,National Council for Road Safety,department,2024-09-27
2403-53_tr_341,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,Department of Sri Lanka Railways,department,2024-09-27
2403-53_tr_342,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,Sri Lanka Transport Board,department,2024-09-27
2403-53_tr_343,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,National Transport Medical Institute,department,2024-09-27
2403-53_tr_344,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,Department of Motor Traffic,department,2024-09-27
2403-53_tr_345,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara Dissanayake,Sahasya Investment Ltd.,department,2024-09-27
2403-53_tr_346,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara Dissanayake,Sri Lanka Police,department,2024-09-27
2403-53_tr_347,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara Dissanayake,National Police Academy,department,2024-09-27
2403-53_tr_348,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara Dissanayake,Secretariat for Non-Governmental Organizations,department,2024-09-27
2403-53_tr_349,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara Dissanayake,Department of Registration of Persons,department,2024-09-27
2403-53_tr_350,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara Dissanayake,Department of Immigration and Emigration,department,2024-09-27
2403-53_tr_351,Minister of Public Security,Ranil Wickremesinghe,Minister of Public Security,Anura Kumara Dissanayake,National Dangerous Drugs Control Board,department,2024-09-27
2403-53_tr_352,Minister of Foreign Affairs,Ranil Wickremesinghe,Minister of Foreign Affairs,Anura Kumara Dissanayake,Diplomatic Missions in abroad,department,2024-09-27
2403-53_tr_353,Minister of Foreign Affairs,Ranil Wickremesinghe,Minister of Foreign Affairs,Anura Kumara Dissanayake,National Oceanic Affairs Committee Secretariat,department,2024-09-27
2403-53_tr_354,Minister of Foreign Affairs,Ranil Wickremesinghe,Minister of Foreign Affairs,Anura Kumara Dissanayake,Lakshman Kadirgamar Institute for International Relations and Strategic Studies,department,2024-09-27
2403-53_tr_355,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Central Environmental Authority,department,2024-09-27
2403-53_tr_356,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Geological Survey and Mines Bureau,department,2024-09-27
2403-53_tr_357,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,GSMB Technical Services (Pvt) Ltd.,department,2024-09-27
2403-53_tr_358,Minister of Environment,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Sri Lanka Climate Fund (Pvt) Ltd.,department,2024-09-27
2403-53_tr_359,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Marine Environment Protection Authority,department,2024-09-27
2403-53_tr_360,Minister of Urban Development and Housing,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Department of Coast Conservation and Coastal Resource Management,department,2024-09-27
2403-53_tr_361,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Department of Forest Conservation,department,2024-09-27
2403-53_tr_362,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Department of Wildlife Conservation,department,2024-09-27
2403-53_tr_363,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Department of National Zoological Gardens,department,2024-09-27
2403-53_tr_364,Minister of Wildlife and Forest Resources Conservation,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,State Timber Corporation,department,2024-09-27
2403-53_tr_365,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,National Water Supply and Drainage Board,department,2024-09-27
2403-53_tr_366,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Water Resources Board,department,2024-09-27
2403-53_tr_367,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Department of National Community Water Supply,department,2024-09-27
2403-53_tr_368,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,New Villages Development Authority for Plantation Region,department,2024-09-27
2403-53_tr_369,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Plantation Human Development Trust,department,2024-09-27
2403-53_tr_370,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Saumyamoorthi Thondaman Memorial Foundation,department,2024-09-27
2403-53_tr_371,Minister of Water Supply and Estate Infrastructure Development,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara Dissanayake,Estate Sector Self-Employment Revolving Fund,department,2024-09-27
