transaction_id,parent,parent_type,child,child_type,rel_type,date,comments
2159-12_tr_01,Minister of Information and Mass Media,minister,Bandula Gunawardana,citizen,AS_APPOINTED,2020-01-21,Bandula was in charge of min of info and communication tech before it was renamed to min of of info and mass media but him being in charge before wasn't recorded in any gazette so I made this an add 
