transaction_id,parent,parent_type,child,child_type,rel_type,date
2281-41_tr_17,Gotabaya Rajapaksa,citizen,State Minister of Disaster Management,minister,AS_MINISTER,2022-05-27
2281-41_tr_36,"Minister of Finance, Economic Stabilization and National Policies",minister,National Operations Centre,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_87,State Minister of Education,minister,"Coordinating Secretariat for Science, Technology & Innovation",department,AS_DEPARTMENT,2022-05-27
2281-41_tr_88,State Minister of Higher Education,minister,Hardy Institute of Technology,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_217,Minister of Sports and Youth Affairs,minister,Institute of Smart Sri Lanka,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_234,Presidential Secretariat - National Priority Programme,minister,"Presidential Task Force to build a Secure Country, Disciplined, Virtuous and Lawful Society",department,AS_DEPARTMENT,2022-05-27
2281-41_tr_235,Presidential Secretariat - National Priority Programme,minister,Presidential Task Force for Archaeological Heritage Management in the Eastern Province,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_236,Presidential Secretariat - National Priority Programme,minister,Presidential Task Force on Sri Lanka's Education Affairs,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_237,Presidential Secretariat - National Priority Programme,minister,Presidential Task Force for the creation of a Green Sri Lanka with sustainable Solutions for climate Changes,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_238,Presidential Secretariat - National Priority Programme,minister,Presidential Task Force for Green Agriculture,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_239,Presidential Secretariat - National Priority Programme,minister,"Presidential Task Force for One Country, One Law",department,AS_DEPARTMENT,2022-05-27
2281-41_tr_240,Presidential Secretariat - National Priority Programme,minister,Presidential Task Force for Economic Revival and Poverty Alleviation,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_241,Gotabaya Rajapaksa,citizen,Presidential Secretariat - National Priority Programme,minister,AS_MINISTER,2022-05-27
2281-41_tr_242,Gotabaya Rajapaksa,citizen,Minister of Technology,minister,AS_MINISTER,2022-05-27
2281-41_tr_243,Gotabaya Rajapaksa,citizen,State Minister of Technology,minister,AS_MINISTER,2022-05-27
2281-41_tr_244,Gotabaya Rajapaksa,citizen,State Minister of Defence,minister,AS_MINISTER,2022-05-27
2281-41_tr_245,Gotabaya Rajapaksa,citizen,State Minister of Home Affairs,minister,AS_MINISTER,2022-05-27
2281-41_tr_247,Minister of Samurdhi Development,minister,Department of Samurdhi Development,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_248,Minister of Samurdhi Development,minister,Gramashakthi Bureau,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_249,Minister of Samurdhi Development,minister,National Social Development Institute,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_250,Minister of Samurdhi Development,minister,Rural Development Training and Research Institute,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_251,Minister of Samurdhi Development,minister,Social Security Board,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_252,Minister of Samurdhi Development,minister,National Council for Persons with Disabilities,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_253,Minister of Samurdhi Development,minister,National Secretariat for Persons with Disabilities,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_254,Gotabaya Rajapaksa,citizen,Minister of Samurdhi Development,minister,AS_MINISTER,2022-05-27
2281-41_tr_255,"Minister of Finance, Economic Stabilization and National Policies",minister,Kidney Fund,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_256,Gotabaya Rajapaksa,citizen,State Minister of Cultural & Performing Arts,minister,AS_MINISTER,2022-05-27
2281-41_tr_257,Gotabaya Rajapaksa,citizen,State Minister of Urban Development,minister,AS_MINISTER,2022-05-27
2281-41_tr_258,Gotabaya Rajapaksa,citizen,State Minister of Housing,minister,AS_MINISTER,2022-05-27
2281-41_tr_259,Gotabaya Rajapaksa,citizen,State Minister of Estate Housing and Community Infrastructure,minister,AS_MINISTER,2022-05-27
2281-41_tr_260,Gotabaya Rajapaksa,citizen,State Minister of Coast Conservation,minister,AS_MINISTER,2022-05-27
2281-41_tr_261,Gotabaya Rajapaksa,citizen,State Minister of Prison Management and Prisoners' Rehabilitation,minister,AS_MINISTER,2022-05-27
2281-41_tr_262,Gotabaya Rajapaksa,citizen,State Minister of Foreign Affairs,minister,AS_MINISTER,2022-05-27
2281-41_tr_263,Gotabaya Rajapaksa,citizen,State Minister of Provincial Councils and Local Government,minister,AS_MINISTER,2022-05-27
2281-41_tr_264,Gotabaya Rajapaksa,citizen,State Minister of Higher Education,minister,AS_MINISTER,2022-05-27
2281-41_tr_265,Gotabaya Rajapaksa,citizen,State Minister of Education Reforms,minister,AS_MINISTER,2022-05-27
2281-41_tr_266,Gotabaya Rajapaksa,citizen,State Minister of Education,minister,AS_MINISTER,2022-05-27
2281-41_tr_267,"State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",minister,Department of Probation and Childcare Services,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_268,"State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",minister,National Child Protection Authority,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_269,"State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",minister,Children's Secretariat,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_270,"State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",minister,Sri Lanka Women's Bureau,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_271,"State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",minister,National Committee on Women,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_272,Gotabaya Rajapaksa,citizen,"State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",minister,AS_MINISTER,2022-05-27
2281-41_tr_273,Gotabaya Rajapaksa,citizen,State Minister of Health,minister,AS_MINISTER,2022-05-27
2281-41_tr_274,Gotabaya Rajapaksa,citizen,State Minister of Indigenous Medicine,minister,AS_MINISTER,2022-05-27
2281-41_tr_275,Gotabaya Rajapaksa,citizen,State Minister of Foreign Employment Promotion and Market Diversification,minister,AS_MINISTER,2022-05-27
2281-41_tr_276,Gotabaya Rajapaksa,citizen,State Minister of Promoting the Production of Organic fertilizer and Advanced Technology Agriculture,minister,AS_MINISTER,2022-05-27
2281-41_tr_277,Gotabaya Rajapaksa,citizen,State Minister of Development of Minor Export Crops Plantation,minister,AS_MINISTER,2022-05-27
2281-41_tr_278,Gotabaya Rajapaksa,citizen,State Minister of Livestock,minister,AS_MINISTER,2022-05-27
2281-41_tr_279,Gotabaya Rajapaksa,citizen,State Minister of Rural Economic Crop Cultivation and Promotion,minister,AS_MINISTER,2022-05-27
2281-41_tr_280,Gotabaya Rajapaksa,citizen,State Minister of Mahaweli,minister,AS_MINISTER,2022-05-27
2281-41_tr_281,Gotabaya Rajapaksa,citizen,Minister of Lands,minister,AS_MINISTER,2022-05-27
2281-41_tr_282,State Minister of Irrigation,minister,Affiliated Institutions of the Department of Agrarian Services and the Department of Irrigation,department,AS_DEPARTMENT,2022-05-27
2281-41_tr_283,Gotabaya Rajapaksa,citizen,State Minister of Irrigation,minister,AS_MINISTER,2022-05-27
2281-41_tr_284,Gotabaya Rajapaksa,citizen,State Minister of Fisheries,minister,AS_MINISTER,2022-05-27
2281-41_tr_285,Gotabaya Rajapaksa,citizen,State Minister of Plantation,minister,AS_MINISTER,2022-05-27
2281-41_tr_286,Gotabaya Rajapaksa,citizen,State Minister of Water Supply,minister,AS_MINISTER,2022-05-27
2281-41_tr_287,Gotabaya Rajapaksa,citizen,State Minister of Renewable Energy Projects Development,minister,AS_MINISTER,2022-05-27
2281-41_tr_288,Gotabaya Rajapaksa,citizen,Minister of Energy,minister,AS_MINISTER,2022-05-27
2281-41_tr_289,Gotabaya Rajapaksa,citizen,Minister of Highways,minister,AS_MINISTER,2022-05-27
2281-41_tr_290,Gotabaya Rajapaksa,citizen,State Minister of Rural Roads and Development,minister,AS_MINISTER,2022-05-27
2281-41_tr_291,Gotabaya Rajapaksa,citizen,State Minister of Transport,minister,AS_MINISTER,2022-05-27
2281-41_tr_292,Gotabaya Rajapaksa,citizen,State Minister of Youth and Sports,minister,AS_MINISTER,2022-05-27
2281-41_tr_293,Gotabaya Rajapaksa,citizen,State Minister of Tourism,minister,AS_MINISTER,2022-05-27
2281-41_tr_294,Gotabaya Rajapaksa,citizen,State Minister of Trade,minister,AS_MINISTER,2022-05-27
2281-41_tr_295,Gotabaya Rajapaksa,citizen,"State Minister of Cooperative Services, Marketing Development and Consumer Protection",minister,AS_MINISTER,2022-05-27
2281-41_tr_296,Gotabaya Rajapaksa,citizen,State Minister of Textile Industry & Local Apparel Products Promotion,minister,AS_MINISTER,2022-05-27
2281-41_tr_297,Gotabaya Rajapaksa,citizen,State Minister of Gem and Jewellery related Industries,minister,AS_MINISTER,2022-05-27
2281-41_tr_298,Gotabaya Rajapaksa,citizen,State Minister of Industries,minister,AS_MINISTER,2022-05-27
