transaction_id,old_parent,new_parent,child,type,date
2236-57_tr_01,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Coast Conservation & Low-Lying Lands Development,Mohan Priyadarshana De Silva,citizen,2021-07-16
